fips_code,unemployment_rate,year,median_household_income_2022
12051,7.300000000000001,2000,55308.0
12053,4.4,2000,60582.0
12055,4.800000000000001,2000,51954.0
12057,3.3000000000000003,2000,74091.0
12059,4.9,2000,50118.0
12061,5.2,2000,69462.0
12063,4.6000000000000005,2000,50625.0
12065,3.7,2000,56900.0
12067,4.1000000000000005,2000,50775.0
12069,3.6,2000,67637.0
12071,3.3000000000000003,2000,71607.0
12073,3.1,2000,61560.0
12075,3.9,2000,55147.0
12077,4.2,2000,49514.0
12079,4.1000000000000005,2000,46141.0
12081,3.2,2000,72176.0
12083,4.1000000000000005,2000,54517.0
12085,4.2,2000,80678.0
12086,4.5,2000,66952.0
12087,2.9000000000000004,2000,79459.0
12089,3.3000000000000003,2000,90808.0
12091,3.7,2000,76663.0
12093,5.4,2000,50176.0
12095,3.1,2000,72129.0
12097,3.3000000000000003,2000,63782.0
12099,4.3,2000,76713.0
12101,3.7,2000,65933.0
12103,3.3000000000000003,2000,66427.0
12105,4.2,2000,61941.0
12107,4.3,2000,46459.0
12109,3.0,2000,103757.0
12111,5.800000000000001,2000,64038.0
12113,3.9,2000,82537.0
12115,3.2,2000,78309.0
12117,3.1,2000,80296.0
12119,4.3,2000,77851.0
12121,3.6,2000,51295.0
12123,5.0,2000,48482.0
12125,4.4,2000,60749.0
12127,3.4000000000000004,2000,64601.0
12129,3.2,2000,63482.0
12131,3.5,2000,78814.0
12133,4.6000000000000005,2000,49233.0
13001,5.4,2000,51217.0
13003,5.300000000000001,2000,46060.0
13005,4.5,2000,46044.0
13007,4.3,2000,50129.0
13009,4.800000000000001,2000,49883.0
13011,3.0,2000,66928.0
13013,3.0,2000,77583.0
13015,3.7,2000,80017.0
13017,4.800000000000001,2000,41141.0
13019,4.0,2000,48725.0
13021,4.3,2000,48539.0
13023,4.2,2000,56070.0
13025,4.2,2000,50370.0
13027,4.6000000000000005,2000,43353.0
13029,3.1,2000,93057.0
13031,3.8,2000,49471.0
13033,5.0,2000,49431.0
13035,4.6000000000000005,2000,62231.0
13037,6.5,2000,39681.0
13039,3.6,2000,67628.0
13043,4.6000000000000005,2000,44493.0
13045,3.7,2000,69924.0
13047,2.7,2000,66918.0
13049,4.1000000000000005,2000,48147.0
13051,3.6,2000,64029.0
13053,8.1,2000,57507.0
13055,3.7,2000,50714.0
13057,2.6,2000,99932.0
13059,3.4000000000000004,2000,49832.0
13061,5.5,2000,37961.0
13063,3.3000000000000003,2000,57625.0
13065,5.300000000000001,2000,45595.0
13067,2.8000000000000003,2000,96798.0
13069,4.6000000000000005,2000,48792.0
13071,4.6000000000000005,2000,49214.0
13073,2.9000000000000004,2000,94224.0
13075,4.5,2000,44476.0
13077,3.3000000000000003,2000,87618.0
13079,4.0,2000,60295.0
13081,4.6000000000000005,2000,43884.0
13083,3.0,2000,59708.0
13085,2.7,2000,84551.0
13087,4.5,2000,46455.0
13089,3.3000000000000003,2000,76736.0
13091,4.7,2000,43783.0
13093,4.800000000000001,2000,46191.0
13095,5.2,2000,42629.0
13097,2.9000000000000004,2000,79242.0
13099,5.0,2000,43417.0
13101,3.4000000000000004,2000,47195.0
13103,3.1,2000,88111.0
13105,5.2,2000,49220.0
13107,5.6000000000000005,2000,46975.0
13109,4.3,2000,45163.0
13111,3.9,2000,60604.0
13113,2.6,2000,109358.0
13115,3.8,2000,56651.0
13117,2.4000000000000004,2000,130909.0
13119,3.9,2000,49940.0
13121,3.4000000000000004,2000,89798.0
13123,3.3000000000000003,2000,68294.0
13125,4.1000000000000005,2000,55539.0
13127,3.5,2000,63532.0
13129,3.3000000000000003,2000,63946.0
13131,4.4,2000,48548.0
13133,4.4,2000,74488.0
13135,2.7,2000,83918.0
13137,3.5,2000,62428.0
13139,2.9000000000000004,2000,76789.0
13141,7.800000000000001,2000,38570.0
13143,3.5,2000,57912.0
13145,3.1,2000,90636.0
13147,4.0,2000,56137.0
13149,3.9,2000,56724.0
13151,2.7,2000,82379.0
13153,3.4000000000000004,2000,71237.0
13155,4.6000000000000005,2000,49224.0
13157,3.2,2000,82138.0
13159,3.2,2000,63718.0
13161,4.6000000000000005,2000,46143.0
13163,6.6000000000000005,2000,44459.0
13165,5.2,2000,41830.0
13167,6.0,2000,42603.0
13169,3.8,2000,65515.0
13171,4.4,2000,61542.0
13173,4.9,2000,50671.0
13175,4.5,2000,47918.0
13177,3.4000000000000004,2000,84260.0
13179,5.2,2000,59807.0
13181,5.7,2000,69776.0
13183,3.6,2000,71285.0
13185,4.4,2000,52623.0
13187,2.9000000000000004,2000,71486.0
13189,4.4,2000,50593.0
13191,4.3,2000,51411.0
13193,6.6000000000000005,2000,40089.0
13195,3.2,2000,58789.0
13197,3.9,2000,47174.0
13199,4.5,2000,53019.0
13201,4.1000000000000005,2000,45201.0
13205,5.1000000000000005,2000,45296.0
13207,3.7,2000,76428.0
13209,5.7,2000,48356.0
13211,3.4000000000000004,2000,74340.0
13213,3.3000000000000003,2000,62109.0
13215,4.7,2000,53740.0
13217,3.2,2000,72128.0
13219,2.5,2000,114758.0
13221,3.0,2000,62504.0
13223,2.7,2000,87459.0
13225,4.5,2000,58471.0
13227,3.0,2000,71955.0
13229,4.0,2000,52695.0
13231,3.7,2000,80626.0
13233,4.1000000000000005,2000,54894.0
13235,4.0,2000,46975.0
13237,3.5,2000,62241.0
13239,6.300000000000001,2000,41516.0
13241,3.2,2000,63387.0
13243,5.9,2000,39188.0
13245,4.4,2000,50079.0
13247,3.1,2000,71984.0
13249,4.1000000000000005,2000,57510.0
13251,4.9,2000,52713.0
13253,4.9,2000,45223.0
13255,4.3,2000,55086.0
13257,3.6,2000,51980.0
13259,5.4,2000,41158.0
13261,4.1000000000000005,2000,44677.0
13263,5.4,2000,45163.0
13265,5.1000000000000005,2000,42138.0
13267,5.7,2000,47401.0
13269,5.300000000000001,2000,44035.0
13271,7.7,2000,41547.0
13273,5.2,2000,53281.0
13275,4.2,2000,52236.0
13277,4.1000000000000005,2000,52962.0
13279,6.5,2000,45125.0
13281,4.3,2000,59273.0
13283,7.800000000000001,2000,43533.0
13285,3.6,2000,55852.0
13287,5.5,2000,40865.0
13289,4.4,2000,48772.0
13291,3.9,2000,64588.0
13293,5.0,2000,48061.0
13295,3.5,2000,53407.0
13297,3.1,2000,83037.0
13299,5.0,2000,48245.0
13301,5.5,2000,44367.0
13303,4.7,2000,48462.0
13305,4.9,2000,51102.0
13307,3.8,2000,45987.0
13309,6.2,2000,35952.0
13311,3.5,2000,62100.0
13313,3.5,2000,61680.0
13315,4.7,2000,44905.0
13317,4.6000000000000005,2000,47377.0
13319,4.3,2000,49648.0
13321,4.3,2000,48956.0
15001,5.0,2000,71143.0
15003,4.1000000000000005,2000,96304.0
15007,4.800000000000001,2000,81939.0
15009,3.9,2000,89794.0
16001,3.4000000000000004,2000,87748.0
16003,10.0,2000,56374.0
16005,4.6000000000000005,2000,62120.0
16007,4.9,2000,66006.0
16009,11.0,2000,56188.0
16011,4.4,2000,70052.0
16013,3.5,2000,98707.0
16015,4.9,2000,74121.0
16017,7.7,2000,64860.0
16019,3.4000000000000004,2000,74505.0
16021,7.7,2000,62801.0
16023,4.3,2000,57085.0
16025,3.7,2000,73311.0
16027,4.5,2000,70594.0
16029,5.1000000000000005,2000,70354.0
16031,4.9,2000,68170.0
16033,5.300000000000001,2000,53366.0
16035,13.2,2000,57081.0
16037,5.6000000000000005,2000,57405.0
16039,5.7,2000,63009.0
16041,3.2,2000,71669.0
16043,4.800000000000001,2000,61115.0
16045,5.1000000000000005,2000,60771.0
16047,3.8,2000,59838.0
16049,8.4,2000,60907.0
16051,3.7,2000,76474.0
16053,4.3,2000,61509.0
16055,6.300000000000001,2000,75583.0
16057,4.2,2000,60108.0
16059,8.0,2000,55554.0
16061,6.5,2000,55128.0
16063,4.4,2000,61658.0
16065,3.5,2000,52224.0
16067,5.7,2000,60834.0
16069,5.2,2000,65558.0
16071,3.4000000000000004,2000,66175.0
16073,3.9,2000,57142.0
16075,6.7,2000,61725.0
16077,5.7,2000,57426.0
16079,9.8,2000,47005.0
16081,3.0,2000,95580.0
16083,4.2,2000,63860.0
16085,6.7,2000,74166.0
16087,6.800000000000001,2000,55072.0
17001,3.6,2000,61747.0
17003,7.4,2000,41378.0
17005,4.2,2000,66071.0
17007,4.7,2000,83695.0
17009,3.3000000000000003,2000,78081.0
17011,4.7,2000,63042.0
17013,5.300000000000001,2000,68525.0
17015,5.5,2000,64157.0
17017,4.4,2000,62129.0
17019,3.3000000000000003,2000,61205.0
17021,5.1000000000000005,2000,56888.0
17023,4.7,2000,63655.0
17025,5.800000000000001,2000,55282.0
17027,3.6,2000,79612.0
17029,4.0,2000,57712.0
17031,4.9,2000,76614.0
17033,5.5,2000,66333.0
17035,4.6000000000000005,2000,79140.0
17037,3.4000000000000004,2000,71882.0
17039,5.300000000000001,2000,64262.0
17041,3.8,2000,67796.0
17043,3.4000000000000004,2000,102383.0
17045,4.3,2000,63430.0
17047,5.0,2000,58387.0
17049,4.2,2000,74800.0
17051,6.0,2000,57729.0
17053,3.6,2000,67135.0
17055,6.6000000000000005,2000,49108.0
17057,5.300000000000001,2000,57362.0
17059,5.9,2000,51367.0
17061,5.1000000000000005,2000,58196.0
17063,5.300000000000001,2000,93882.0
17065,4.9,2000,56984.0
17067,4.3,2000,63324.0
17069,6.300000000000001,2000,46568.0
17071,4.0,2000,61892.0
17073,4.7,2000,70517.0
17075,4.2,2000,65181.0
17077,4.2,2000,44756.0
17079,4.800000000000001,2000,66290.0
17081,5.1000000000000005,2000,58623.0
17083,4.4,2000,72363.0
17085,4.1000000000000005,2000,67217.0
17087,6.0,2000,59794.0
17089,4.1000000000000005,2000,93475.0
17091,4.4,2000,70494.0
17093,3.3000000000000003,2000,102509.0
17095,4.6000000000000005,2000,57666.0
17097,3.5,2000,101621.0
17099,5.1000000000000005,2000,64711.0
17101,5.4,2000,57460.0
17103,4.1000000000000005,2000,67371.0
17105,3.7,2000,74418.0
17107,3.8,2000,53775.0
17109,4.1000000000000005,2000,52812.0
17111,3.6,2000,99128.0
17113,3.2,2000,71825.0
17115,5.0,2000,60648.0
17117,4.3,2000,69880.0
17119,4.2,2000,67441.0
17121,5.5,2000,58489.0
17123,4.0,2000,69593.0
17125,5.6000000000000005,2000,60784.0
17127,5.1000000000000005,2000,52880.0
17129,3.4000000000000004,2000,78115.0
17131,5.300000000000001,2000,70430.0
17133,3.1,2000,100487.0
17135,5.4,2000,56381.0
17137,4.0,2000,64842.0
17139,4.0,2000,75505.0
17141,4.1000000000000005,2000,78577.0
17143,4.3,2000,65421.0
17145,6.7,2000,53051.0
17147,3.4000000000000004,2000,85430.0
17149,5.2,2000,54244.0
17151,6.4,2000,54878.0
17153,6.800000000000001,2000,44873.0
17155,4.800000000000001,2000,83029.0
17157,4.800000000000001,2000,62575.0
17159,5.9,2000,56831.0
17161,4.3,2000,62652.0
17163,4.800000000000001,2000,67185.0
17165,6.7,2000,50979.0
17167,3.5,2000,73684.0
17169,4.9,2000,62968.0
17171,4.6000000000000005,2000,64853.0
17173,4.7,2000,65396.0
17175,5.800000000000001,2000,59234.0
17177,5.1000000000000005,2000,60988.0
17179,3.9,2000,73285.0
17181,6.2,2000,51116.0
17183,5.6000000000000005,2000,52083.0
17185,5.0,2000,63777.0
17187,4.3,2000,57357.0
17189,3.8,2000,71958.0
17191,5.7,2000,53359.0
17193,4.800000000000001,2000,54611.0
17195,4.1000000000000005,2000,62038.0
17197,4.1000000000000005,2000,97076.0
17199,5.800000000000001,2000,64152.0
17201,4.4,2000,62557.0
17203,3.3000000000000003,2000,85892.0
18001,2.7,2000,60620.0
18003,2.7,2000,65967.0
18005,2.6,2000,68910.0
18007,2.9000000000000004,2000,62248.0
18009,4.3,2000,54825.0
18011,2.1,2000,102805.0
18013,2.9000000000000004,2000,74161.0
18015,2.8000000000000003,2000,64731.0
18017,3.1,2000,60452.0
18019,3.5,2000,68493.0
18021,4.1000000000000005,2000,59057.0
18023,2.9000000000000004,2000,60916.0
18025,4.800000000000001,2000,53547.0
18027,3.0,2000,63777.0
18029,3.3000000000000003,2000,77621.0
18031,2.2,2000,65847.0
18033,3.0,2000,72910.0
18035,3.4000000000000004,2000,54059.0
18037,2.2,2000,71171.0
18039,2.6,2000,63777.0
18041,4.3,2000,54892.0
18043,3.4000000000000004,2000,74264.0
18045,3.1,2000,63973.0
18047,3.5,2000,74779.0
18049,4.0,2000,62412.0
18051,3.3000000000000003,2000,66247.0
18053,3.9,2000,51053.0
18055,4.7,2000,61663.0
18057,1.9,2000,117068.0
18059,2.2,2000,87845.0
18061,3.3000000000000003,2000,72259.0
18063,2.0,2000,94760.0
18065,3.9,2000,54714.0
18067,3.2,2000,56960.0
18069,3.1,2000,59491.0
18071,2.7,2000,66082.0
18073,3.4000000000000004,2000,75738.0
18075,3.3000000000000003,2000,57690.0
18077,3.3000000000000003,2000,64214.0
18079,2.8000000000000003,2000,63597.0
18081,2.1,2000,83036.0
18083,3.7,2000,58238.0
18085,2.5,2000,71611.0
18087,2.4000000000000004,2000,81010.0
18089,3.8,2000,66169.0
18091,3.5,2000,66336.0
18093,4.0,2000,60141.0
18095,3.1,2000,58926.0
18097,2.8000000000000003,2000,62776.0
18099,3.1,2000,70938.0
18101,3.4000000000000004,2000,64216.0
18103,3.4000000000000004,2000,60835.0
18105,2.7,2000,64299.0
18107,2.6,2000,66283.0
18109,2.4000000000000004,2000,75542.0
18111,3.0,2000,66837.0
18113,2.9000000000000004,2000,69567.0
18115,3.4000000000000004,2000,70618.0
18117,4.4,2000,54128.0
18119,3.0,2000,62460.0
18121,3.5,2000,64700.0
18123,4.7,2000,55503.0
18125,3.5,2000,63487.0
18127,2.8000000000000003,2000,84352.0
18129,3.0,2000,75907.0
18131,4.4,2000,60487.0
18133,2.9000000000000004,2000,68301.0
18135,3.8,2000,56920.0
18137,2.6,2000,63571.0
18139,2.6,2000,61653.0
18141,3.2,2000,61028.0
18143,3.3000000000000003,2000,57837.0
18145,2.6,2000,66045.0
18147,3.5,2000,70440.0
18149,4.800000000000001,2000,58523.0
18151,3.0,2000,73250.0
18153,5.2,2000,55497.0
18155,4.800000000000001,2000,63246.0
18157,2.6,2000,56088.0
18159,2.7,2000,65025.0
18161,3.1,2000,61171.0
18163,3.2,2000,57997.0
18165,4.6000000000000005,2000,58280.0
18167,4.0,2000,52286.0
18169,3.0,2000,64025.0
18171,2.7,2000,73539.0
18173,3.3000000000000003,2000,84567.0
18175,3.8,2000,65342.0
18177,3.6,2000,51622.0
18179,2.4000000000000004,2000,68879.0
18181,3.0,2000,66167.0
18183,2.5,2000,72448.0
19001,2.7,2000,66997.0
19003,3.9,2000,58973.0
19005,3.4000000000000004,2000,60743.0
19007,4.4,2000,53589.0
19009,3.0,2000,60504.0
19011,2.3000000000000003,2000,82762.0
19013,2.8000000000000003,2000,62020.0
19015,2.2,2000,74896.0
19017,2.5,2000,83797.0
19019,2.9000000000000004,2000,70498.0
19021,2.4000000000000004,2000,67552.0
19023,3.3000000000000003,2000,67233.0
19025,2.8000000000000003,2000,64634.0
19027,2.3000000000000003,2000,73643.0
19029,3.6,2000,61204.0
19031,2.3000000000000003,2000,71563.0
19033,3.0,2000,63279.0
19035,2.4000000000000004,2000,65985.0
19037,6.5,2000,74077.0
19039,3.2,2000,65129.0
19041,2.5,2000,68542.0
19043,3.5,2000,64486.0
19045,3.5,2000,61136.0
19047,2.5,2000,67363.0
19049,1.9,2000,109138.0
19051,3.3000000000000003,2000,65201.0
19053,3.4000000000000004,2000,51749.0
19055,2.9000000000000004,2000,74017.0
19057,3.6,2000,59688.0
19059,2.8000000000000003,2000,75406.0
19061,3.3000000000000003,2000,73492.0
19063,2.9000000000000004,2000,56834.0
19065,3.8,2000,56599.0
19067,3.8,2000,64553.0
19069,2.8000000000000003,2000,63775.0
19071,2.4000000000000004,2000,69018.0
19073,3.3000000000000003,2000,63562.0
19075,2.3000000000000003,2000,79386.0
19077,2.7,2000,72701.0
19079,2.5,2000,68795.0
19081,2.2,2000,67498.0
19083,3.1,2000,59622.0
19085,2.7,2000,73457.0
19087,3.0,2000,63702.0
19089,3.2,2000,66979.0
19091,2.6,2000,71521.0
19093,2.2,2000,67696.0
19095,2.1,2000,72948.0
19097,3.7,2000,64792.0
19099,2.5,2000,69047.0
19101,2.9000000000000004,2000,59603.0
19103,1.9,2000,74909.0
19105,2.7,2000,70671.0
19107,3.2,2000,65653.0
19109,2.6,2000,65510.0
19111,4.5,2000,59017.0
19113,2.3000000000000003,2000,74134.0
