county_name,year,population,fips_code
".Elk County, Kansas",2022,2448.0,
".Elk County, Kansas",2023,2478.0,
".Elk County, Kansas",2024,2436.0,
".Ellis County, Kansas",2020,28951.0,
".Ellis County, Kansas",2021,28856.0,
".Ellis County, Kansas",2022,28868.0,
".Ellis County, Kansas",2023,28920.0,
".Ellis County, Kansas",2024,29007.0,
".Ellsworth County, Kansas",2020,6371.0,
".Ellsworth County, Kansas",2021,6328.0,
".Ellsworth County, Kansas",2022,6398.0,
".Ellsworth County, Kansas",2023,6387.0,
".Ellsworth County, Kansas",2024,6316.0,
".Finney County, Kansas",2020,38310.0,
".Finney County, Kansas",2021,38091.0,
".Finney County, Kansas",2022,37665.0,
".Finney County, Kansas",2023,37999.0,
".Finney County, Kansas",2024,38354.0,
".Ford County, Kansas",2020,34218.0,
".Ford County, Kansas",2021,34190.0,
".Ford County, Kansas",2022,33842.0,
".Ford County, Kansas",2023,34047.0,
".Ford County, Kansas",2024,34072.0,
".Franklin County, Kansas",2020,26015.0,
".Franklin County, Kansas",2021,26024.0,
".Franklin County, Kansas",2022,25994.0,
".Franklin County, Kansas",2023,26223.0,
".Franklin County, Kansas",2024,26273.0,
".Geary County, Kansas",2020,36766.0,
".Geary County, Kansas",2021,36131.0,
".Geary County, Kansas",2022,35525.0,
".Geary County, Kansas",2023,35192.0,
".Geary County, Kansas",2024,35459.0,
".Gove County, Kansas",2020,2716.0,
".Gove County, Kansas",2021,2750.0,
".Gove County, Kansas",2022,2741.0,
".Gove County, Kansas",2023,2733.0,
".Gove County, Kansas",2024,2658.0,
".Graham County, Kansas",2020,2406.0,
".Graham County, Kansas",2021,2403.0,
".Graham County, Kansas",2022,2395.0,
".Graham County, Kansas",2023,2371.0,
".Graham County, Kansas",2024,2370.0,
".Grant County, Kansas",2020,7326.0,
".Grant County, Kansas",2021,7335.0,
".Grant County, Kansas",2022,7230.0,
".Grant County, Kansas",2023,7158.0,
".Grant County, Kansas",2024,7097.0,
".Gray County, Kansas",2020,5640.0,
".Gray County, Kansas",2021,5661.0,
".Gray County, Kansas",2022,5707.0,
".Gray County, Kansas",2023,5765.0,
".Gray County, Kansas",2024,5730.0,
".Greeley County, Kansas",2020,1275.0,
".Greeley County, Kansas",2021,1283.0,
".Greeley County, Kansas",2022,1230.0,
".Greeley County, Kansas",2023,1174.0,
".Greeley County, Kansas",2024,1152.0,
".Greenwood County, Kansas",2020,5975.0,
".Greenwood County, Kansas",2021,5921.0,
".Greenwood County, Kansas",2022,5917.0,
".Greenwood County, Kansas",2023,5909.0,
".Greenwood County, Kansas",2024,5871.0,
".Hamilton County, Kansas",2020,2487.0,
".Hamilton County, Kansas",2021,2478.0,
".Hamilton County, Kansas",2022,2445.0,
".Hamilton County, Kansas",2023,2459.0,
".Hamilton County, Kansas",2024,2488.0,
".Harper County, Kansas",2020,5467.0,
".Harper County, Kansas",2021,5352.0,
".Harper County, Kansas",2022,5374.0,
".Harper County, Kansas",2023,5392.0,
".Harper County, Kansas",2024,5413.0,
".Harvey County, Kansas",2020,33996.0,
".Harvey County, Kansas",2021,33799.0,
".Harvey County, Kansas",2022,33710.0,
".Harvey County, Kansas",2023,33635.0,
".Harvey County, Kansas",2024,33642.0,
".Haskell County, Kansas",2020,3760.0,
".Haskell County, Kansas",2021,3653.0,
".Haskell County, Kansas",2022,3573.0,
".Haskell County, Kansas",2023,3630.0,
".Haskell County, Kansas",2024,3591.0,
".Hodgeman County, Kansas",2020,1738.0,
".Hodgeman County, Kansas",2021,1724.0,
".Hodgeman County, Kansas",2022,1707.0,
".Hodgeman County, Kansas",2023,1681.0,
".Hodgeman County, Kansas",2024,1673.0,
".Jackson County, Kansas",2020,13238.0,
".Jackson County, Kansas",2021,13264.0,
".Jackson County, Kansas",2022,13285.0,
".Jackson County, Kansas",2023,13392.0,
".Jackson County, Kansas",2024,13525.0,
".Jefferson County, Kansas",2020,18325.0,
".Jefferson County, Kansas",2021,18435.0,
".Jefferson County, Kansas",2022,18344.0,
".Jefferson County, Kansas",2023,18307.0,
".Jefferson County, Kansas",2024,18332.0,
".Jewell County, Kansas",2020,2929.0,
".Jewell County, Kansas",2021,2947.0,
".Jewell County, Kansas",2022,2906.0,
".Jewell County, Kansas",2023,2901.0,
".Jewell County, Kansas",2024,2899.0,
".Johnson County, Kansas",2020,611161.0,
".Johnson County, Kansas",2021,614962.0,
".Johnson County, Kansas",2022,619311.0,
".Johnson County, Kansas",2023,625444.0,
".Johnson County, Kansas",2024,632276.0,
".Kearny County, Kansas",2020,3960.0,
".Kearny County, Kansas",2021,3895.0,
".Kearny County, Kansas",2022,3854.0,
".Kearny County, Kansas",2023,3803.0,
".Kearny County, Kansas",2024,3808.0,
".Kingman County, Kansas",2020,7420.0,
".Kingman County, Kansas",2021,7288.0,
".Kingman County, Kansas",2022,7184.0,
".Kingman County, Kansas",2023,7091.0,
".Kingman County, Kansas",2024,6946.0,
".Kiowa County, Kansas",2020,2453.0,
".Kiowa County, Kansas",2021,2407.0,
".Kiowa County, Kansas",2022,2410.0,
".Kiowa County, Kansas",2023,2404.0,
".Kiowa County, Kansas",2024,2436.0,
".Labette County, Kansas",2020,20160.0,
".Labette County, Kansas",2021,19908.0,
".Labette County, Kansas",2022,19750.0,
".Labette County, Kansas",2023,19833.0,
".Labette County, Kansas",2024,19692.0,
".Lane County, Kansas",2020,1570.0,
".Lane County, Kansas",2021,1564.0,
".Lane County, Kansas",2022,1552.0,
".Lane County, Kansas",2023,1533.0,
".Lane County, Kansas",2024,1482.0,
".Leavenworth County, Kansas",2020,81961.0,
".Leavenworth County, Kansas",2021,82395.0,
".Leavenworth County, Kansas",2022,82852.0,
".Leavenworth County, Kansas",2023,83735.0,
".Leavenworth County, Kansas",2024,84670.0,
".Lincoln County, Kansas",2020,2946.0,
".Lincoln County, Kansas",2021,2907.0,
".Lincoln County, Kansas",2022,2909.0,
".Lincoln County, Kansas",2023,2924.0,
".Lincoln County, Kansas",2024,2928.0,
".Linn County, Kansas",2020,9591.0,
".Linn County, Kansas",2021,9745.0,
".Linn County, Kansas",2022,9771.0,
".Linn County, Kansas",2023,9885.0,
".Linn County, Kansas",2024,9841.0,
".Logan County, Kansas",2020,2743.0,
".Logan County, Kansas",2021,2713.0,
".Logan County, Kansas",2022,2706.0,
".Logan County, Kansas",2023,2678.0,
".Logan County, Kansas",2024,2694.0,
".Lyon County, Kansas",2020,32113.0,
".Lyon County, Kansas",2021,32034.0,
".Lyon County, Kansas",2022,31994.0,
".Lyon County, Kansas",2023,32267.0,
".Lyon County, Kansas",2024,32520.0,
".McPherson County, Kansas",2020,30184.0,
".McPherson County, Kansas",2021,30167.0,
".McPherson County, Kansas",2022,30106.0,
".McPherson County, Kansas",2023,30236.0,
".McPherson County, Kansas",2024,30334.0,
".Marion County, Kansas",2020,11787.0,
".Marion County, Kansas",2021,11744.0,
".Marion County, Kansas",2022,11800.0,
".Marion County, Kansas",2023,11768.0,
".Marion County, Kansas",2024,11670.0,
".Marshall County, Kansas",2020,10022.0,
".Marshall County, Kansas",2021,10023.0,
".Marshall County, Kansas",2022,10007.0,
".Marshall County, Kansas",2023,9963.0,
".Marshall County, Kansas",2024,9950.0,
".Meade County, Kansas",2020,4062.0,
".Meade County, Kansas",2021,3998.0,
".Meade County, Kansas",2022,3905.0,
".Meade County, Kansas",2023,3911.0,
".Meade County, Kansas",2024,3892.0,
".Miami County, Kansas",2020,34219.0,
".Miami County, Kansas",2021,34641.0,
".Miami County, Kansas",2022,34759.0,
".Miami County, Kansas",2023,35333.0,
".Miami County, Kansas",2024,35737.0,
".Mitchell County, Kansas",2020,5778.0,
".Mitchell County, Kansas",2021,5750.0,
".Mitchell County, Kansas",2022,5774.0,
".Mitchell County, Kansas",2023,5789.0,
".Mitchell County, Kansas",2024,5803.0,
".Montgomery County, Kansas",2020,31400.0,
".Montgomery County, Kansas",2021,31180.0,
".Montgomery County, Kansas",2022,30905.0,
".Montgomery County, Kansas",2023,30756.0,
".Montgomery County, Kansas",2024,30459.0,
".Morris County, Kansas",2020,5370.0,
".Morris County, Kansas",2021,5388.0,
".Morris County, Kansas",2022,5376.0,
".Morris County, Kansas",2023,5289.0,
".Morris County, Kansas",2024,5279.0,
".Morton County, Kansas",2020,2703.0,
".Morton County, Kansas",2021,2674.0,
".Morton County, Kansas",2022,2600.0,
".Morton County, Kansas",2023,2592.0,
".Morton County, Kansas",2024,2485.0,
".Nemaha County, Kansas",2020,10263.0,
".Nemaha County, Kansas",2021,10228.0,
".Nemaha County, Kansas",2022,10151.0,
".Nemaha County, Kansas",2023,10094.0,
".Nemaha County, Kansas",2024,10062.0,
".Neosho County, Kansas",2020,15905.0,
".Neosho County, Kansas",2021,15791.0,
".Neosho County, Kansas",2022,15583.0,
".Neosho County, Kansas",2023,15451.0,
".Neosho County, Kansas",2024,15552.0,
".Ness County, Kansas",2020,2679.0,
".Ness County, Kansas",2021,2658.0,
".Ness County, Kansas",2022,2671.0,
".Ness County, Kansas",2023,2639.0,
".Ness County, Kansas",2024,2617.0,
".Norton County, Kansas",2020,5452.0,
".Norton County, Kansas",2021,5370.0,
".Norton County, Kansas",2022,5322.0,
".Norton County, Kansas",2023,5314.0,
".Norton County, Kansas",2024,5335.0,
".Osage County, Kansas",2020,15740.0,
".Osage County, Kansas",2021,15754.0,
".Osage County, Kansas",2022,15690.0,
".Osage County, Kansas",2023,15798.0,
".Osage County, Kansas",2024,15737.0,
".Osborne County, Kansas",2020,3491.0,
".Osborne County, Kansas",2021,3487.0,
".Osborne County, Kansas",2022,3488.0,
".Osborne County, Kansas",2023,3440.0,
".Osborne County, Kansas",2024,3353.0,
".Ottawa County, Kansas",2020,5731.0,
".Ottawa County, Kansas",2021,5835.0,
".Ottawa County, Kansas",2022,5833.0,
".Ottawa County, Kansas",2023,5842.0,
".Ottawa County, Kansas",2024,5853.0,
".Pawnee County, Kansas",2020,6248.0,
".Pawnee County, Kansas",2021,6240.0,
".Pawnee County, Kansas",2022,6153.0,
".Pawnee County, Kansas",2023,6068.0,
".Pawnee County, Kansas",2024,6012.0,
".Phillips County, Kansas",2020,4959.0,
".Phillips County, Kansas",2021,4818.0,
".Phillips County, Kansas",2022,4792.0,
".Phillips County, Kansas",2023,4762.0,
".Phillips County, Kansas",2024,4733.0,
".Pottawatomie County, Kansas",2020,25421.0,
".Pottawatomie County, Kansas",2021,25884.0,
".Pottawatomie County, Kansas",2022,26331.0,
".Pottawatomie County, Kansas",2023,26506.0,
".Pottawatomie County, Kansas",2024,26876.0,
".Pratt County, Kansas",2020,9139.0,
".Pratt County, Kansas",2021,9168.0,
".Pratt County, Kansas",2022,9080.0,
".Pratt County, Kansas",2023,9107.0,
".Pratt County, Kansas",2024,9137.0,
".Rawlins County, Kansas",2020,2574.0,
".Rawlins County, Kansas",2021,2561.0,
".Rawlins County, Kansas",2022,2531.0,
".Rawlins County, Kansas",2023,2480.0,
".Rawlins County, Kansas",2024,2432.0,
".Reno County, Kansas",2020,61894.0,
".Reno County, Kansas",2021,61523.0,
".Reno County, Kansas",2022,61514.0,
".Reno County, Kansas",2023,61419.0,
".Reno County, Kansas",2024,61417.0,
".Republic County, Kansas",2020,4672.0,
".Republic County, Kansas",2021,4699.0,
".Republic County, Kansas",2022,4638.0,
".Republic County, Kansas",2023,4608.0,
".Republic County, Kansas",2024,4613.0,
".Rice County, Kansas",2020,9385.0,
".Rice County, Kansas",2021,9388.0,
".Rice County, Kansas",2022,9387.0,
".Rice County, Kansas",2023,9305.0,
".Rice County, Kansas",2024,9284.0,
".Riley County, Kansas",2020,72011.0,
".Riley County, Kansas",2021,71870.0,
".Riley County, Kansas",2022,71618.0,
".Riley County, Kansas",2023,71673.0,
".Riley County, Kansas",2024,72557.0,
".Rooks County, Kansas",2020,4886.0,
".Rooks County, Kansas",2021,4859.0,
".Rooks County, Kansas",2022,4798.0,
".Rooks County, Kansas",2023,4776.0,
".Rooks County, Kansas",2024,4748.0,
".Rush County, Kansas",2020,2944.0,
".Rush County, Kansas",2021,2935.0,
".Rush County, Kansas",2022,2949.0,
".Rush County, Kansas",2023,2833.0,
".Rush County, Kansas",2024,2810.0,
".Russell County, Kansas",2020,6673.0,
".Russell County, Kansas",2021,6694.0,
".Russell County, Kansas",2022,6726.0,
".Russell County, Kansas",2023,6683.0,
".Russell County, Kansas",2024,6620.0,
".Saline County, Kansas",2020,54248.0,
".Saline County, Kansas",2021,53829.0,
".Saline County, Kansas",2022,53461.0,
".Saline County, Kansas",2023,53342.0,
".Saline County, Kansas",2024,53459.0,
".Scott County, Kansas",2020,5133.0,
".Scott County, Kansas",2021,5115.0,
".Scott County, Kansas",2022,5010.0,
".Scott County, Kansas",2023,4962.0,
".Scott County, Kansas",2024,4914.0,
".Sedgwick County, Kansas",2020,524837.0,
".Sedgwick County, Kansas",2021,524470.0,
".Sedgwick County, Kansas",2022,525488.0,
".Sedgwick County, Kansas",2023,530254.0,
".Sedgwick County, Kansas",2024,536081.0,
".Seward County, Kansas",2020,21857.0,
".Seward County, Kansas",2021,21764.0,
".Seward County, Kansas",2022,21326.0,
".Seward County, Kansas",2023,21209.0,
".Seward County, Kansas",2024,21276.0,
".Shawnee County, Kansas",2020,178711.0,
".Shawnee County, Kansas",2021,178424.0,
".Shawnee County, Kansas",2022,177454.0,
".Shawnee County, Kansas",2023,177596.0,
".Shawnee County, Kansas",2024,177942.0,
".Sheridan County, Kansas",2020,2443.0,
".Sheridan County, Kansas",2021,2451.0,
".Sheridan County, Kansas",2022,2428.0,
".Sheridan County, Kansas",2023,2409.0,
".Sheridan County, Kansas",2024,2397.0,
".Sherman County, Kansas",2020,5902.0,
".Sherman County, Kansas",2021,5939.0,
".Sherman County, Kansas",2022,5857.0,
".Sherman County, Kansas",2023,5791.0,
".Sherman County, Kansas",2024,5796.0,
".Smith County, Kansas",2020,3559.0,
".Smith County, Kansas",2021,3566.0,
".Smith County, Kansas",2022,3553.0,
".Smith County, Kansas",2023,3541.0,
".Smith County, Kansas",2024,3541.0,
".Stafford County, Kansas",2020,4052.0,
".Stafford County, Kansas",2021,4012.0,
".Stafford County, Kansas",2022,3979.0,
".Stafford County, Kansas",2023,3948.0,
".Stafford County, Kansas",2024,3901.0,
".Stanton County, Kansas",2020,2085.0,
".Stanton County, Kansas",2021,2046.0,
".Stanton County, Kansas",2022,1977.0,
".Stanton County, Kansas",2023,2012.0,
".Stanton County, Kansas",2024,2071.0,
".Stevens County, Kansas",2020,5246.0,
".Stevens County, Kansas",2021,5305.0,
".Stevens County, Kansas",2022,5151.0,
".Stevens County, Kansas",2023,5074.0,
".Stevens County, Kansas",2024,5035.0,
".Sumner County, Kansas",2020,22323.0,
".Sumner County, Kansas",2021,22327.0,
".Sumner County, Kansas",2022,22384.0,
".Sumner County, Kansas",2023,22393.0,
".Sumner County, Kansas",2024,22336.0,
".Thomas County, Kansas",2020,7933.0,
".Thomas County, Kansas",2021,7950.0,
".Thomas County, Kansas",2022,7882.0,
".Thomas County, Kansas",2023,7858.0,
".Thomas County, Kansas",2024,7802.0,
".Trego County, Kansas",2020,2804.0,
".Trego County, Kansas",2021,2791.0,
".Trego County, Kansas",2022,2757.0,
".Trego County, Kansas",2023,2758.0,
".Trego County, Kansas",2024,2774.0,
".Wabaunsee County, Kansas",2020,6890.0,
".Wabaunsee County, Kansas",2021,6970.0,
".Wabaunsee County, Kansas",2022,7002.0,
".Wabaunsee County, Kansas",2023,7073.0,
".Wabaunsee County, Kansas",2024,7112.0,
".Wallace County, Kansas",2020,1512.0,
".Wallace County, Kansas",2021,1513.0,
".Wallace County, Kansas",2022,1491.0,
".Wallace County, Kansas",2023,1501.0,
".Wallace County, Kansas",2024,1472.0,
".Washington County, Kansas",2020,5526.0,
".Washington County, Kansas",2021,5521.0,
".Washington County, Kansas",2022,5495.0,
".Washington County, Kansas",2023,5553.0,
".Washington County, Kansas",2024,5572.0,
".Wichita County, Kansas",2020,2149.0,
".Wichita County, Kansas",2021,2079.0,
".Wichita County, Kansas",2022,2061.0,
".Wichita County, Kansas",2023,2093.0,
".Wichita County, Kansas",2024,2072.0,
".Wilson County, Kansas",2020,8586.0,
".Wilson County, Kansas",2021,8525.0,
".Wilson County, Kansas",2022,8577.0,
".Wilson County, Kansas",2023,8438.0,
".Wilson County, Kansas",2024,8398.0,
".Woodson County, Kansas",2020,3099.0,
".Woodson County, Kansas",2021,3086.0,
".Woodson County, Kansas",2022,3122.0,
".Woodson County, Kansas",2023,3127.0,
".Woodson County, Kansas",2024,3111.0,
".Wyandotte County, Kansas",2020,168920.0,
".Wyandotte County, Kansas",2021,167279.0,
".Wyandotte County, Kansas",2022,165719.0,
".Wyandotte County, Kansas",2023,166932.0,
".Wyandotte County, Kansas",2024,169418.0,
".Adair County, Kentucky",2020,18881.0,
".Adair County, Kentucky",2021,18928.0,
".Adair County, Kentucky",2022,19089.0,
".Adair County, Kentucky",2023,19306.0,
".Adair County, Kentucky",2024,19239.0,
".Allen County, Kentucky",2020,20572.0,
".Allen County, Kentucky",2021,20833.0,
".Allen County, Kentucky",2022,21246.0,
".Allen County, Kentucky",2023,21779.0,
".Allen County, Kentucky",2024,22037.0,
".Anderson County, Kentucky",2020,23892.0,
".Anderson County, Kentucky",2021,24093.0,
".Anderson County, Kentucky",2022,24279.0,
".Anderson County, Kentucky",2023,24618.0,
".Anderson County, Kentucky",2024,24883.0,
".Ballard County, Kentucky",2020,7714.0,
".Ballard County, Kentucky",2021,7689.0,
".Ballard County, Kentucky",2022,7633.0,
".Ballard County, Kentucky",2023,7608.0,
".Ballard County, Kentucky",2024,7626.0,
".Barren County, Kentucky",2020,44511.0,
".Barren County, Kentucky",2021,44588.0,
".Barren County, Kentucky",2022,44851.0,
".Barren County, Kentucky",2023,45132.0,
".Barren County, Kentucky",2024,45609.0,
".Bath County, Kentucky",2020,12717.0,
".Bath County, Kentucky",2021,12797.0,
".Bath County, Kentucky",2022,12818.0,
".Bath County, Kentucky",2023,12972.0,
".Bath County, Kentucky",2024,12951.0,
".Bell County, Kentucky",2020,23982.0,
".Bell County, Kentucky",2021,23788.0,
".Bell County, Kentucky",2022,23514.0,
".Bell County, Kentucky",2023,23208.0,
".Bell County, Kentucky",2024,23051.0,
".Boone County, Kentucky",2020,136476.0,
".Boone County, Kentucky",2021,137707.0,
".Boone County, Kentucky",2022,139377.0,
".Boone County, Kentucky",2023,141511.0,
".Boone County, Kentucky",2024,144135.0,
".Bourbon County, Kentucky",2020,20284.0,
".Bourbon County, Kentucky",2021,20220.0,
".Bourbon County, Kentucky",2022,20144.0,
".Bourbon County, Kentucky",2023,20220.0,
".Bourbon County, Kentucky",2024,20333.0,
".Boyd County, Kentucky",2020,48206.0,
".Boyd County, Kentucky",2021,47754.0,
".Boyd County, Kentucky",2022,48048.0,
".Boyd County, Kentucky",2023,47771.0,
".Boyd County, Kentucky",2024,47777.0,
".Boyle County, Kentucky",2020,30761.0,
".Boyle County, Kentucky",2021,30600.0,
".Boyle County, Kentucky",2022,30854.0,
".Boyle County, Kentucky",2023,31096.0,
".Boyle County, Kentucky",2024,31394.0,
".Bracken County, Kentucky",2020,8405.0,
".Bracken County, Kentucky",2021,8445.0,
".Bracken County, Kentucky",2022,8436.0,
".Bracken County, Kentucky",2023,8435.0,
".Bracken County, Kentucky",2024,8497.0,
".Breathitt County, Kentucky",2020,13701.0,
".Breathitt County, Kentucky",2021,13558.0,
".Breathitt County, Kentucky",2022,13353.0,
".Breathitt County, Kentucky",2023,12962.0,
".Breathitt County, Kentucky",2024,12804.0,
".Breckinridge County, Kentucky",2020,20445.0,
".Breckinridge County, Kentucky",2021,20679.0,
".Breckinridge County, Kentucky",2022,20942.0,
".Breckinridge County, Kentucky",2023,21117.0,
".Breckinridge County, Kentucky",2024,21221.0,
".Bullitt County, Kentucky",2020,82364.0,
".Bullitt County, Kentucky",2021,83068.0,
".Bullitt County, Kentucky",2022,83901.0,
".Bullitt County, Kentucky",2023,85000.0,
".Bullitt County, Kentucky",2024,85802.0,
".Butler County, Kentucky",2020,12317.0,
".Butler County, Kentucky",2021,12297.0,
".Butler County, Kentucky",2022,12371.0,
".Butler County, Kentucky",2023,12430.0,
".Butler County, Kentucky",2024,12551.0,
".Caldwell County, Kentucky",2020,12636.0,
".Caldwell County, Kentucky",2021,12682.0,
".Caldwell County, Kentucky",2022,12601.0,
".Caldwell County, Kentucky",2023,12561.0,
".Caldwell County, Kentucky",2024,12611.0,
".Calloway County, Kentucky",2020,37601.0,
".Calloway County, Kentucky",2021,37904.0,
".Calloway County, Kentucky",2022,38119.0,
".Calloway County, Kentucky",2023,38520.0,
".Calloway County, Kentucky",2024,38975.0,
".Campbell County, Kentucky",2020,93134.0,
".Campbell County, Kentucky",2021,92824.0,
".Campbell County, Kentucky",2022,93305.0,
".Campbell County, Kentucky",2023,93859.0,
".Campbell County, Kentucky",2024,94008.0,
".Carlisle County, Kentucky",2020,4805.0,
".Carlisle County, Kentucky",2021,4761.0,
".Carlisle County, Kentucky",2022,4723.0,
".Carlisle County, Kentucky",2023,4742.0,
".Carlisle County, Kentucky",2024,4777.0,
".Carroll County, Kentucky",2020,10835.0,
".Carroll County, Kentucky",2021,10899.0,
".Carroll County, Kentucky",2022,10935.0,
".Carroll County, Kentucky",2023,10986.0,
".Carroll County, Kentucky",2024,11111.0,
".Carter County, Kentucky",2020,26614.0,
".Carter County, Kentucky",2021,26438.0,
".Carter County, Kentucky",2022,26300.0,
".Carter County, Kentucky",2023,26255.0,
".Carter County, Kentucky",2024,26098.0,
".Casey County, Kentucky",2020,15921.0,
".Casey County, Kentucky",2021,15922.0,
".Casey County, Kentucky",2022,15893.0,
".Casey County, Kentucky",2023,15887.0,
".Casey County, Kentucky",2024,15948.0,
".Christian County, Kentucky",2020,72748.0,
".Christian County, Kentucky",2021,73144.0,
".Christian County, Kentucky",2022,72213.0,
".Christian County, Kentucky",2023,71235.0,
".Christian County, Kentucky",2024,71006.0,
".Clark County, Kentucky",2020,37047.0,
".Clark County, Kentucky",2021,36892.0,
".Clark County, Kentucky",2022,37012.0,
".Clark County, Kentucky",2023,37337.0,
".Clark County, Kentucky",2024,37673.0,
".Clay County, Kentucky",2020,20309.0,
".Clay County, Kentucky",2021,20162.0,
".Clay County, Kentucky",2022,19884.0,
".Clay County, Kentucky",2023,19658.0,
".Clay County, Kentucky",2024,19592.0,
".Clinton County, Kentucky",2020,9228.0,
".Clinton County, Kentucky",2021,9281.0,
".Clinton County, Kentucky",2022,9140.0,
".Clinton County, Kentucky",2023,9178.0,
".Clinton County, Kentucky",2024,9183.0,
".Crittenden County, Kentucky",2020,9003.0,
".Crittenden County, Kentucky",2021,8944.0,
".Crittenden County, Kentucky",2022,8971.0,
".Crittenden County, Kentucky",2023,8996.0,
".Crittenden County, Kentucky",2024,8982.0,
".Cumberland County, Kentucky",2020,5859.0,
".Cumberland County, Kentucky",2021,5902.0,
".Cumberland County, Kentucky",2022,5950.0,
".Cumberland County, Kentucky",2023,5980.0,
".Cumberland County, Kentucky",2024,6047.0,
".Daviess County, Kentucky",2020,103398.0,
".Daviess County, Kentucky",2021,103087.0,
".Daviess County, Kentucky",2022,103373.0,
".Daviess County, Kentucky",2023,103927.0,
".Daviess County, Kentucky",2024,104457.0,
".Edmonson County, Kentucky",2020,12147.0,
".Edmonson County, Kentucky",2021,12228.0,
".Edmonson County, Kentucky",2022,12300.0,
".Edmonson County, Kentucky",2023,12466.0,
".Edmonson County, Kentucky",2024,12635.0,
".Elliott County, Kentucky",2020,7335.0,
".Elliott County, Kentucky",2021,7364.0,
".Elliott County, Kentucky",2022,7301.0,
".Elliott County, Kentucky",2023,7271.0,
".Elliott County, Kentucky",2024,7263.0,
".Estill County, Kentucky",2020,14160.0,
".Estill County, Kentucky",2021,14083.0,
".Estill County, Kentucky",2022,13994.0,
".Estill County, Kentucky",2023,13937.0,
".Estill County, Kentucky",2024,14002.0,
".Fayette County, Kentucky",2020,322628.0,
".Fayette County, Kentucky",2021,320431.0,
".Fayette County, Kentucky",2022,321505.0,
".Fayette County, Kentucky",2023,324624.0,
".Fayette County, Kentucky",2024,329437.0,
".Fleming County, Kentucky",2020,15098.0,
".Fleming County, Kentucky",2021,15262.0,
".Fleming County, Kentucky",2022,15257.0,
".Fleming County, Kentucky",2023,15405.0,
".Fleming County, Kentucky",2024,15591.0,
".Floyd County, Kentucky",2020,35802.0,
".Floyd County, Kentucky",2021,35298.0,
".Floyd County, Kentucky",2022,35519.0,
".Floyd County, Kentucky",2023,34971.0,
".Floyd County, Kentucky",2024,34532.0,
".Franklin County, Kentucky",2020,51603.0,
".Franklin County, Kentucky",2021,51721.0,
".Franklin County, Kentucky",2022,51617.0,
".Franklin County, Kentucky",2023,51826.0,
".Franklin County, Kentucky",2024,52442.0,
".Fulton County, Kentucky",2020,6511.0,
".Fulton County, Kentucky",2021,6486.0,
".Fulton County, Kentucky",2022,6389.0,
".Fulton County, Kentucky",2023,6378.0,
".Fulton County, Kentucky",2024,6282.0,
".Gallatin County, Kentucky",2020,8675.0,
".Gallatin County, Kentucky",2021,8756.0,
".Gallatin County, Kentucky",2022,8786.0,
".Gallatin County, Kentucky",2023,8823.0,
".Gallatin County, Kentucky",2024,8805.0,
".Garrard County, Kentucky",2020,16964.0,
".Garrard County, Kentucky",2021,17368.0,
".Garrard County, Kentucky",2022,17580.0,
".Garrard County, Kentucky",2023,17888.0,
".Garrard County, Kentucky",2024,18040.0,
".Grant County, Kentucky",2020,25014.0,
".Grant County, Kentucky",2021,25293.0,
".Grant County, Kentucky",2022,25466.0,
".Grant County, Kentucky",2023,25596.0,
".Grant County, Kentucky",2024,25722.0,
".Graves County, Kentucky",2020,36530.0,
".Graves County, Kentucky",2021,36665.0,
".Graves County, Kentucky",2022,36532.0,
".Graves County, Kentucky",2023,36600.0,
".Graves County, Kentucky",2024,36821.0,
".Grayson County, Kentucky",2020,26456.0,
".Grayson County, Kentucky",2021,26582.0,
".Grayson County, Kentucky",2022,26623.0,
".Grayson County, Kentucky",2023,26806.0,
".Grayson County, Kentucky",2024,27070.0,
".Green County, Kentucky",2020,11131.0,
".Green County, Kentucky",2021,11328.0,
".Green County, Kentucky",2022,11379.0,
".Green County, Kentucky",2023,11454.0,
".Green County, Kentucky",2024,11552.0,
".Greenup County, Kentucky",2020,35890.0,
".Greenup County, Kentucky",2021,35660.0,
".Greenup County, Kentucky",2022,35384.0,
".Greenup County, Kentucky",2023,35299.0,
".Greenup County, Kentucky",2024,35273.0,
".Hancock County, Kentucky",2020,9104.0,
".Hancock County, Kentucky",2021,9076.0,
".Hancock County, Kentucky",2022,9043.0,
".Hancock County, Kentucky",2023,8936.0,
".Hancock County, Kentucky",2024,9013.0,
".Hardin County, Kentucky",2020,110840.0,
".Hardin County, Kentucky",2021,111870.0,
".Hardin County, Kentucky",2022,111776.0,
".Hardin County, Kentucky",2023,112396.0,
".Hardin County, Kentucky",2024,112826.0,
".Harlan County, Kentucky",2020,26758.0,
".Harlan County, Kentucky",2021,26139.0,
".Harlan County, Kentucky",2022,25610.0,
".Harlan County, Kentucky",2023,25302.0,
".Harlan County, Kentucky",2024,25052.0,
".Harrison County, Kentucky",2020,18721.0,
".Harrison County, Kentucky",2021,18961.0,
".Harrison County, Kentucky",2022,19085.0,
".Harrison County, Kentucky",2023,19409.0,
".Harrison County, Kentucky",2024,19525.0,
".Hart County, Kentucky",2020,19296.0,
".Hart County, Kentucky",2021,19476.0,
".Hart County, Kentucky",2022,19592.0,
".Hart County, Kentucky",2023,19726.0,
".Hart County, Kentucky",2024,19923.0,
".Henderson County, Kentucky",2020,44673.0,
".Henderson County, Kentucky",2021,44409.0,
".Henderson County, Kentucky",2022,44017.0,
